"genus_species","Family","mating_system","Haploid.Chrom.."
"Vicia_qatmensis","Fabaceae","sc","7"
"Vicia_sativa","Fabaceae","sc","6"
"Vicia_sericocarpa","Fabaceae","sc","6"
"Vicia_serratifolia","Fabaceae","sc","7"
"Vicia_tetrasperma","Fabaceae","sc","7"
"Vicia_tigridis","Fabaceae","sc","6"
"Vicia_unijuga","Fabaceae","sc","6"
"Vicia_villosa","Fabaceae","sc","7"
"Vigna_aconitifolia","Fabaceae","sc","11"
"Vigna_angularis","Fabaceae","sc","11"
"Vigna_longifolia","Fabaceae","sc","11"
"Vigna_luteola","Fabaceae","sc","11"
"Vigna_minima","Fabaceae","sc","11"
"Vigna_mungo","Fabaceae","sc","11"
"Vigna_radiata","Fabaceae","sc","11"
"Vigna_trilobata","Fabaceae","sc","11"
"Vigna_unguiculata","Fabaceae","sc","11"
"Vigna_vexillata","Fabaceae","sc","11"
"Zornia_latifolia","Fabaceae","sc","10"
"Zornia_reticulata","Fabaceae","sc","10"
"Zornia_trachycarpa","Fabaceae","sc","10"
"Acacia_acuminata","Fabaceae","si","13"
"Acacia_aulacocarpa","Fabaceae","si","13"
"Acacia_baileyana","Fabaceae","si","13"
"Acacia_crassicarpa","Fabaceae","si","13"
"Acacia_harpophylla","Fabaceae","si","13"
"Acacia_ligulata","Fabaceae","si","13"
"Acacia_mearnsii","Fabaceae","si","13"
"Acacia_pycnantha","Fabaceae","si","13"
"Adesmia_muricata","Fabaceae","si","10"
"Afzelia_africana","Fabaceae","si","12"
"Albizia_julibrissin","Fabaceae","si","13"
"Andira_inermis","Fabaceae","si","10"
"Astragalus_alpinus","Fabaceae","si","8"
"Astragalus_americanus","Fabaceae","si","8"
"Astragalus_cibarius","Fabaceae","si","11"
"Astragalus_magdalenae","Fabaceae","si","11"
"Astragalus_monoensis","Fabaceae","si","11"
"Astragalus_pectinatus","Fabaceae","si","11"
"Bauhinia_corymbosa","Fabaceae","si","14"
"Bauhinia_forficata","Fabaceae","si","14"
"Bauhinia_macranthera","Fabaceae","si","14"
"Bauhinia_ungulata","Fabaceae","si","14"
"Caesalpinia_bahamensis","Fabaceae","si","12"
"Caesalpinia_crista","Fabaceae","si","12"
"Calliandra_eriophylla","Fabaceae","si","8"
"Canavalia_gladiata","Fabaceae","si","11"
"Canavalia_rosea","Fabaceae","si","11"
"Caragana_pygmaea","Fabaceae","si","8"
"Caragana_spinosa","Fabaceae","si","16"
"Cassia_moschata","Fabaceae","si","14"
"Ceratonia_siliqua","Fabaceae","si","12"
"Cercis_canadensis","Fabaceae","si","7"
"Chamaecrista_nictitans","Fabaceae","si","24"
"Copaifera_langsdorffii","Fabaceae","si","12"
"Cytisus_multiflorus","Fabaceae","si","24"
"Dalbergia_cochinchinensis","Fabaceae","si","10"
"Dalbergia_miscolobium","Fabaceae","si","10"
"Dalbergia_retusa","Fabaceae","si","10"
"Daviesia_mimosoides","Fabaceae","si","9"
"Daviesia_pectinata","Fabaceae","si","9"
"Dillwynia_hispida","Fabaceae","si","7"
"Dillwynia_uncinata","Fabaceae","si","7"
"Dimorphandra_mollis","Fabaceae","si","14"
"Distemonanthus_benthamianus","Fabaceae","si","12"
"Enterolobium_contortisiliquum","Fabaceae","si","13"
"Erythrina_falcata","Fabaceae","si","21"
"Erythrina_poeppigiana","Fabaceae","si","21"
"Erythrina_senegalensis","Fabaceae","si","21"
"Erythrina_speciosa","Fabaceae","si","21"
"Erythrina_stricta","Fabaceae","si","21"
"Faidherbia_albida","Fabaceae","si","13"
"Geoffroea_decorticans","Fabaceae","si","10"
"Gleditsia_triacanthos","Fabaceae","si","14"
"Gliricidia_sepium","Fabaceae","si","11"
"Hardenbergia_comptoniana","Fabaceae","si","11"
"Hedysarum_hedysaroides","Fabaceae","si","7"
"Hymenaea_courbaril","Fabaceae","si","12"
"Inga_densiflora","Fabaceae","si","13"
"Inga_edulis","Fabaceae","si","13"
"Inga_oerstediana","Fabaceae","si","13"
"Inga_punctata","Fabaceae","si","13"
"Inga_vera","Fabaceae","si","13"
"Lathyrus_grandiflorus","Fabaceae","si","7"
"Leucaena_esculenta","Fabaceae","si","28"
"Leucaena_greggii","Fabaceae","si","28"
"Leucaena_lanceolata","Fabaceae","si","26"
"Leucaena_multicapitula","Fabaceae","si","26"
"Leucaena_pallida","Fabaceae","si","52"
"Leucaena_pulverulenta","Fabaceae","si","28"
"Leucaena_retusa","Fabaceae","si","28"
"Leucaena_salvadorensis","Fabaceae","si","28"
"Leucaena_shannonii","Fabaceae","si","26"
"Leucaena_trichodes","Fabaceae","si","26"
"Lonchocarpus_costaricensis","Fabaceae","si","11"
"Lonchocarpus_eriocarinalis","Fabaceae","si","11"
"Lotus_berthelotii","Fabaceae","si","14"
"Lotus_jacobaeus","Fabaceae","si","7"
"Machaerium_opacum","Fabaceae","si","10"
"Olneya_tesota","Fabaceae","si","9"
"Onobrychis_transcaucasica","Fabaceae","si","14"
"Onobrychis_vassilczenkoi","Fabaceae","si","7"
"Oxytropis_sericea","Fabaceae","si","24"
"Oxytropis_splendens","Fabaceae","si","8"
"Parkia_biglobosa","Fabaceae","si","12"
"Parkia_pendula","Fabaceae","si","13"
"Parkia_timoriana","Fabaceae","si","12"
"Piscidia_carthagenensis","Fabaceae","si","10"
"Prosopis_alpataco","Fabaceae","si","14"
"Prosopis_torquata","Fabaceae","si","14"
"Pterocarpus_macrocarpus","Fabaceae","si","11"
"Pterocarpus_rohrii","Fabaceae","si","10"
"Pultenaea_densifolia","Fabaceae","si","8"
"Retama_monosperma","Fabaceae","si","24"
"Retama_sphaerocarpa","Fabaceae","si","24"
"Robinia_pseudoacacia","Fabaceae","si","11"
"Schizolobium_parahyba","Fabaceae","si","12"
"Schotia_brachypetala","Fabaceae","si","12"
"Senna_spectabilis","Fabaceae","si","13"
"Sophora_tetraptera","Fabaceae","si","9"
"Swartzia_oblata","Fabaceae","si","13"
"Swartzia_simplex","Fabaceae","si","13"
"Tephrosia_adunca","Fabaceae","si","11"
"Tephrosia_vogelii","Fabaceae","si","11"
"Trifolium_africanum","Fabaceae","si","16"
"Trifolium_alpestre","Fabaceae","si","8"
"Trifolium_ambiguum","Fabaceae","si","12"
"Trifolium_badium","Fabaceae","si","7"
"Trifolium_berytheum","Fabaceae","si","8"
"Trifolium_burchellianum","Fabaceae","si","24"
"Trifolium_dichotomum","Fabaceae","si","16"
"Trifolium_fucatum","Fabaceae","si","8"
"Trifolium_glanduliferum","Fabaceae","si","8"
"Trifolium_hirtum","Fabaceae","si","5"
"Trifolium_lupinaster","Fabaceae","si","16"
"Trifolium_masaiense","Fabaceae","si","8"
"Trifolium_mattirolianum","Fabaceae","si","8"
"Trifolium_medium","Fabaceae","si","36"
"Trifolium_michelianum","Fabaceae","si","8"
"Trifolium_nigrescens","Fabaceae","si","8"
"Trifolium_pallescens","Fabaceae","si","8"
"Trifolium_pallidum","Fabaceae","si","8"
"Trifolium_pratense","Fabaceae","si","7"
"Trifolium_reflexum","Fabaceae","si","8"
"Trifolium_rubens","Fabaceae","si","8"
"Trifolium_semipilosum","Fabaceae","si","8"
"Trifolium_thalii","Fabaceae","si","8"
"Trifolium_uniflorum","Fabaceae","si","16"
"Trifolium_vesiculosum","Fabaceae","si","8"
"Zuccagnia_punctata","Fabaceae","si","12"
"Anisodus_tanguticus","Solanaceae","sc","24"
"Browallia_americana","Solanaceae","sc","11"
"Calibrachoa_parviflora","Solanaceae","sc","9"
"Capsicum_annuum","Solanaceae","sc","12"
"Capsicum_baccatum","Solanaceae","sc","12"
"Capsicum_chacoense","Solanaceae","sc","12"
"Capsicum_chinense","Solanaceae","sc","12"
"Capsicum_flexuosum","Solanaceae","sc","12"
"Capsicum_frutescens","Solanaceae","sc","12"
"Capsicum_parvifolium","Solanaceae","sc","12"
"Capsicum_rhomboideum","Solanaceae","sc","13"
"Capsicum_villosum","Solanaceae","sc","13"
"Cestrum_bigibbosum","Solanaceae","sc","8"
"Cestrum_fasciculatum","Solanaceae","sc","8"
"Cestrum_nocturnum","Solanaceae","sc","8"
"Datura_ceratocaula","Solanaceae","sc","12"
"Datura_discolor","Solanaceae","sc","12"
"Datura_inoxia","Solanaceae","sc","12"
"Datura_leichhardtii","Solanaceae","sc","12"
"Datura_metel","Solanaceae","sc","12"
"Datura_quercifolia","Solanaceae","sc","12"
"Datura_stramonium","Solanaceae","sc","12"
"Datura_wrightii","Solanaceae","sc","12"
"Hyoscyamus_albus","Solanaceae","sc","34"
"Hyoscyamus_muticus","Solanaceae","sc","14"
"Hyoscyamus_niger","Solanaceae","sc","17"
"Jaltomata_chihuahuensis","Solanaceae","sc","12"
"Jaltomata_lojae","Solanaceae","sc","12"
"Jaltomata_procumbens","Solanaceae","sc","12"
"Jaltomata_repandidentata","Solanaceae","sc","12"
"Jaltomata_sinuosa","Solanaceae","sc","12"
"Jaltomata_umbellata","Solanaceae","sc","12"
"Jaltomata_viridiflora","Solanaceae","sc","12"
"Lycianthes_laevis","Solanaceae","sc","12"
"Mandragora_caulescens","Solanaceae","sc","24"
"Nicandra_physalodes","Solanaceae","sc","10"
"Nicotiana_acaulis","Solanaceae","sc","12"
"Nicotiana_africana","Solanaceae","sc","23"
"Nicotiana_attenuata","Solanaceae","sc","12"
"Nicotiana_benavidesii","Solanaceae","sc","12"
"Nicotiana_cordifolia","Solanaceae","sc","12"
"Nicotiana_glutinosa","Solanaceae","sc","12"
"Nicotiana_gossei","Solanaceae","sc","18"
"Nicotiana_knightiana","Solanaceae","sc","12"
"Nicotiana_linearis","Solanaceae","sc","12"
"Nicotiana_longiflora","Solanaceae","sc","10"
"Nicotiana_miersii","Solanaceae","sc","12"
"Nicotiana_obtusifolia","Solanaceae","sc","12"
"Nicotiana_otophora","Solanaceae","sc","12"
"Nicotiana_paniculata","Solanaceae","sc","12"
"Nicotiana_plumbaginifolia","Solanaceae","sc","10"
"Nicotiana_quadrivalvis","Solanaceae","sc","24"
"Nicotiana_repanda","Solanaceae","sc","24"
"Nicotiana_rosulata","Solanaceae","sc","20"
"Nicotiana_rotundifolia","Solanaceae","sc","22"
"Nicotiana_rustica","Solanaceae","sc","24"
"Nicotiana_setchellii","Solanaceae","sc","12"
"Nicotiana_solanifolia","Solanaceae","sc","12"
"Nicotiana_stocktonii","Solanaceae","sc","24"
"Nicotiana_sylvestris","Solanaceae","sc","12"
"Nicotiana_tomentosiformis","Solanaceae","sc","12"
"Nicotiana_undulata","Solanaceae","sc","12"
"Nicotiana_wigandioides","Solanaceae","sc","12"
"Petunia_axillaris","Solanaceae","sc","7"
"Physalis_acutifolia","Solanaceae","sc","12"
"Physalis_heterophylla","Solanaceae","sc","12"
"Physalis_ixocarpa","Solanaceae","sc","12"
"Physalis_lagascae","Solanaceae","sc","12"
"Physalis_minima","Solanaceae","sc","24"
"Physalis_peruviana","Solanaceae","sc","24"
"Physalis_pruinosa","Solanaceae","sc","12"
"Physalis_pubescens","Solanaceae","sc","12"
"Schizanthus_grahamii","Solanaceae","sc","10"
"Schizanthus_hookeri","Solanaceae","sc","10"
"Schizanthus_pinnatus","Solanaceae","sc","10"
"Schwenckia_americana","Solanaceae","sc","10"
"Scopolia_carniolica","Solanaceae","sc","24"
"Solanum_abutiloides","Solanaceae","sc","12"
"Solanum_aculeastrum","Solanaceae","sc","12"
"Solanum_aculeatissimum","Solanaceae","sc","12"
"Solanum_aethiopicum","Solanaceae","sc","12"
"Solanum_allophyllum","Solanaceae","sc","12"
"Solanum_aloysiifolium","Solanaceae","sc","12"
"Solanum_americanum","Solanaceae","sc","12"
"Solanum_amotapense","Solanaceae","sc","12"
"Solanum_anguivi","Solanaceae","sc","12"
"Solanum_angustifolium","Solanaceae","sc","12"
"Solanum_aphyodendron","Solanaceae","sc","12"
"Solanum_argentinum","Solanaceae","sc","12"
"Solanum_asperolanatum","Solanaceae","sc","12"
"Solanum_atropurpureum","Solanaceae","sc","12"
"Solanum_aviculare","Solanaceae","sc","23"
"Solanum_betaceum","Solanaceae","sc","12"
"Solanum_bombycinum","Solanaceae","sc","24"
"Solanum_cajanumense","Solanaceae","sc","12"
"Solanum_candidum","Solanaceae","sc","12"
"Solanum_canense","Solanaceae","sc","12"
"Solanum_capsiciforme","Solanaceae","sc","23"
"Solanum_capsicoides","Solanaceae","sc","12"
"Solanum_cheesmaniae","Solanaceae","sc","12"
"Solanum_chenopodinum","Solanaceae","sc","12"
"Solanum_chenopodioides","Solanaceae","sc","12"
"Solanum_cinereum","Solanaceae","sc","12"
"Solanum_cochabambense","Solanaceae","sc","12"
"Solanum_corymbosum","Solanaceae","sc","12"
"Solanum_crinitum","Solanaceae","sc","12"
"Solanum_dasyphyllum","Solanaceae","sc","12"
"Solanum_davisense","Solanaceae","sc","12"
"Solanum_diphyllum","Solanaceae","sc","12"
"Solanum_dulcamara","Solanaceae","sc","12"
"Solanum_echinatum","Solanaceae","sc","12"
"Solanum_erianthum","Solanaceae","sc","12"
"Solanum_etuberosum","Solanaceae","sc","12"
"Solanum_felinum","Solanaceae","sc","12"
"Solanum_fernandezianum","Solanaceae","sc","12"
"Solanum_fragile","Solanaceae","sc","24"
"Solanum_furcatum","Solanaceae","sc","36"
"Solanum_galapagense","Solanaceae","sc","12"
"Solanum_giganteum","Solanaceae","sc","12"
"Solanum_glandulosipilosum","Solanaceae","sc","12"
"Solanum_hirtum","Solanaceae","sc","12"
"Solanum_incanum","Solanaceae","sc","12"
"Solanum_interandinum","Solanaceae","sc","24"
"Solanum_interius","Solanaceae","sc","12"
"Solanum_itatiaiae","Solanaceae","sc","12"
"Solanum_jamaicense","Solanaceae","sc","12"
"Solanum_johnstonii","Solanaceae","sc","12"
"Solanum_laciniatum","Solanaceae","sc","46"
"Solanum_lasiocarpum","Solanaceae","sc","12"
"Solanum_leucandrum","Solanaceae","sc","12"
"Solanum_linnaeanum","Solanaceae","sc","12"
"Solanum_lumholtzianum","Solanaceae","sc","12"
"Solanum_luteoalbum","Solanaceae","sc","12"
"Solanum_lycopersicum","Solanaceae","sc","12"
"Solanum_macrocarpon","Solanaceae","sc","12"
"Solanum_mammosum","Solanaceae","sc","11"
"Solanum_marginatum","Solanaceae","sc","12"
"Solanum_mauritianum","Solanaceae","sc","12"
"Solanum_myriacanthum","Solanaceae","sc","12"
"Solanum_neorickii","Solanaceae","sc","12"
"Solanum_nigrescens","Solanaceae","sc","12"
"Solanum_palitans","Solanaceae","sc","12"
"Solanum_pectinatum","Solanaceae","sc","12"
"Solanum_physalifolium","Solanaceae","sc","12"
"Solanum_pimpinellifolium","Solanaceae","sc","12"
"Solanum_pseudocapsicum","Solanaceae","sc","12"
"Solanum_pseudogracile","Solanaceae","sc","12"
"Solanum_retroflexum","Solanaceae","sc","24"
"Solanum_robustum","Solanaceae","sc","12"
"Solanum_rostratum","Solanaceae","sc","12"
"Solanum_sarrachoides","Solanaceae","sc","12"
"Solanum_seaforthianum","Solanaceae","sc","12"
"Solanum_sessiliflorum","Solanaceae","sc","12"
"Solanum_spirale","Solanaceae","sc","24"
"Solanum_stagnale","Solanaceae","sc","12"
"Solanum_tenuispinum","Solanaceae","sc","12"
"Solanum_torvum","Solanaceae","sc","12"
"Solanum_trachycarpum","Solanaceae","sc","12"
"Solanum_triflorum","Solanaceae","sc","12"
"Solanum_tripartitum","Solanaceae","sc","12"
"Solanum_vestissimum","Solanaceae","sc","12"
"Solanum_viarum","Solanaceae","sc","12"
"Solanum_violaceum","Solanaceae","sc","12"
"Solanum_virginianum","Solanaceae","sc","12"
"Vassobia_breviflora","Solanaceae","sc","12"
"Withania_somnifera","Solanaceae","sc","24"
"Brugmansia_aurea","Solanaceae","si","12"
"Brugmansia_sanguinea","Solanaceae","si","12"
"Brugmansia_suaveolens","Solanaceae","si","12"
"Brugmansia_versicolor","Solanaceae","si","12"
"Brunfelsia_americana","Solanaceae","si","11"
"Brunfelsia_dwyeri","Solanaceae","si","11"
"Brunfelsia_latifolia","Solanaceae","si","11"
"Brunfelsia_nitida","Solanaceae","si","11"
"Brunfelsia_pauciflora","Solanaceae","si","11"
"Calibrachoa_eglandulata","Solanaceae","si","9"
"Calibrachoa_elegans","Solanaceae","si","9"
"Calibrachoa_heterophylla","Solanaceae","si","9"
"Calibrachoa_linoides","Solanaceae","si","9"
"Calibrachoa_micrantha","Solanaceae","si","9"
"Calibrachoa_pubescens","Solanaceae","si","9"
"Calibrachoa_sellowiana","Solanaceae","si","9"
"Calibrachoa_sendtneriana","Solanaceae","si","9"
"Cestrum_parqui","Solanaceae","si","8"
"Dunalia_brachyacantha","Solanaceae","si","12"
"Eriolarynx_lorentzii","Solanaceae","si","12"
"Iochroma_cyaneum","Solanaceae","si","12"
"Jaborosa_integrifolia","Solanaceae","si","12"
"Lycianthes_ciliolata","Solanaceae","si","12"
"Lycium_andersonii","Solanaceae","si","12"
"Lycium_berlandieri","Solanaceae","si","12"
"Lycium_brevipes","Solanaceae","si","12"
"Lycium_californicum","Solanaceae","si","18"
"Lycium_cestroides","Solanaceae","si","12"
"Lycium_chinense","Solanaceae","si","12"
"Lycium_cinereum","Solanaceae","si","24"
"Lycium_cooperi","Solanaceae","si","12"
"Lycium_ferocissimum","Solanaceae","si","12"
"Lycium_hirsutum","Solanaceae","si","12"
"Lycium_pallidum","Solanaceae","si","12"
"Lycium_parishii","Solanaceae","si","12"
"Lycium_pumilum","Solanaceae","si","12"
"Lycium_torreyi","Solanaceae","si","12"
"Nicotiana_alata","Solanaceae","si","9"
"Nicotiana_bonariensis","Solanaceae","si","9"
"Nicotiana_forgetiana","Solanaceae","si","9"
"Nicotiana_mutabilis","Solanaceae","si","9"
"Nicotiana_noctiflora","Solanaceae","si","12"
"Nicotiana_petunioides","Solanaceae","si","12"
"Nicotiana_tomentosa","Solanaceae","si","12"
"Nierembergia_scoparia","Solanaceae","si","9"
"Nierembergia_veitchii","Solanaceae","si","8"
"Nolana_rostrata","Solanaceae","si","12"
"Petunia_altiplana","Solanaceae","si","7"
"Petunia_bajeensis","Solanaceae","si","7"
"Petunia_bonjardinensis","Solanaceae","si","7"
"Petunia_interior","Solanaceae","si","7"
"Petunia_mantiqueirensis","Solanaceae","si","7"
"Physalis_cinerascens","Solanaceae","si","12"
"Physalis_crassifolia","Solanaceae","si","12"
"Physalis_philadelphica","Solanaceae","si","12"
"Physalis_pumila","Solanaceae","si","12"
"Physalis_virginiana","Solanaceae","si","12"
"Salpichroa_origanifolia","Solanaceae","si","12"
"Solandra_grandiflora","Solanaceae","si","12"
"Solanum_ayacuchense","Solanaceae","si","12"
"Solanum_basendopogon","Solanaceae","si","12"
"Solanum_brevifolium","Solanaceae","si","12"
"Solanum_cacosmum","Solanaceae","si","12"
"Solanum_cajamarquense","Solanaceae","si","12"
"Solanum_cardiophyllum","Solanaceae","si","12"
"Solanum_caripense","Solanaceae","si","12"
"Solanum_chilense","Solanaceae","si","12"
"Solanum_chimborazense","Solanaceae","si","12"
"Solanum_chiquidenum","Solanaceae","si","12"
"Solanum_confusum","Solanaceae","si","12"
"Solanum_corymbiflorum","Solanaceae","si","12"
"Solanum_crispum","Solanaceae","si","12"
"Solanum_dimidiatum","Solanaceae","si","18"
"Solanum_diploconos","Solanaceae","si","12"
"Solanum_ensifolium","Solanaceae","si","12"
"Solanum_exiguum","Solanaceae","si","12"
"Solanum_fallax","Solanaceae","si","12"
"Solanum_glaucophyllum","Solanaceae","si","12"
"Solanum_hibernum","Solanaceae","si","12"
"Solanum_hindsianum","Solanaceae","si","12"
"Solanum_huilense","Solanaceae","si","12"
"Solanum_jamesii","Solanaceae","si","12"
"Solanum_juglandifolium","Solanaceae","si","12"
"Solanum_latiflorum","Solanaceae","si","12"
"Solanum_laxum","Solanaceae","si","12"
"Solanum_lycocarpum","Solanaceae","si","12"
"Solanum_lycopersicoides","Solanaceae","si","12"
"Solanum_melissarum","Solanaceae","si","12"
"Solanum_obliquum","Solanaceae","si","12"
"Solanum_occultum","Solanaceae","si","12"
"Solanum_ochranthum","Solanaceae","si","12"
"Solanum_oxyphyllum","Solanaceae","si","12"
"Solanum_palinacanthum","Solanaceae","si","12"
"Solanum_paniculatum","Solanaceae","si","12"
"Solanum_paucissectum","Solanaceae","si","12"
"Solanum_pennellii","Solanaceae","si","12"
"Solanum_pinetorum","Solanaceae","si","12"
"Solanum_sciadostylis","Solanaceae","si","12"
"Solanum_sibundoyense","Solanaceae","si","12"
"Solanum_sitiens","Solanaceae","si","12"
"Solanum_stenophyllidium","Solanaceae","si","12"
"Solanum_stuckertii","Solanaceae","si","12"
"Solanum_tabanoense","Solanaceae","si","12"
"Solanum_taeniotrichum","Solanaceae","si","12"
"Solanum_tarnii","Solanaceae","si","12"
"Solanum_trifidum","Solanaceae","si","12"
"Solanum_umbellatum","Solanaceae","si","12"
"Solanum_unilobum","Solanaceae","si","12"
"Solanum_valdiviense","Solanaceae","si","12"
"Witheringia_coccoloboides","Solanaceae","si","12"
"Witheringia_correana","Solanaceae","si","12"
"Witheringia_mortonii","Solanaceae","si","12"
